Flow_ID,Dur,RunTime,Mean,Sum,Min,Max,sTos,dTos,sTtl,dTtl,sHops,dHops,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,SrcGap,DstGap,Rate,SrcRate,DstRate,SrcWin,DstWin,sVid,dVid,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,Label,Attack Type,Attack Tool, *        , *    V   , *    f   , e        , e    f   , e &      , e *      , e d      , e g      , e i      , e r      , e s      , eU       ,e        ,arp,icmp,ipv6-icmp,llc,lldp,sctp,tcp,udp,ACC,CON,ECO,FIN,INT,NRS,REQ,RSP,RST,TST,URP,Shutdown,Start,Status,39,4,52,54,af11,af12,af41,cs0,cs4,cs6,cs7,ef,nan,Window_ID,Window_Size
38,0.17489,0.17489,0.17489,0.17489,0.17489,0.17489,0.0,0.0,64.0,53.0,0.0,11.0,21,13,8,13748,9058,4690,4096,696.769226,586.25,570232.75,382503.2813,187729.4375,0,0,0,0.0,,,114.357597,68.614555,40.025158,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,5
39,0.000246,0.000246,0.000246,0.000246,0.000246,0.000246,186.0,186.0,255.0,252.0,1.0,4.0,2,1,1,192,94,98,4192,94.0,98.0,0.0,0.0,0.0,0,0,0,0.0,,,4065.040527,0.0,0.0,,,,610.0,,,0.0,0.0,0.0,Benign,Benign,Benign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,5
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,4292,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,5
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,4396,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,5
42,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,40.0,186.0,250.0,255.0,6.0,1.0,2,1,1,232,118,114,4500,118.0,114.0,0.0,0.0,0.0,0,0,0,0.0,,,8547.008789,0.0,0.0,,,610.0,,,,0.0,0.0,0.0,Benign,Benign,Benign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5
43,1.880046,1.880046,1.880046,1.880046,1.880046,1.880046,0.0,,49.0,,15.0,,2,2,0,108,108,0,4600,54.0,0.0,229.781616,229.781616,0.0,0,0,0,0.0,,,0.531902,0.531902,0.0,,,,,,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,5
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,4688,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,5
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,4792,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,5
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.0,,10.0,,1,1,0,54,54,0,4896,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4294967295.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,5
47,0.001938,0.001938,0.001938,0.001938,0.001938,0.001938,0.0,0.0,45.0,59.0,19.0,5.0,2,1,1,84,42,42,4992,42.0,42.0,0.0,0.0,0.0,0,0,0,0.0,,,515.99585,0.0,0.0,,,,,,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,5
48,0.001938,0.001938,0.001938,0.001938,0.001938,0.001938,0.0,0.0,50.0,59.0,14.0,5.0,2,1,1,112,58,54,5084,58.0,54.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,515.99585,0.0,0.0,1024.0,0.0,,,3726640428.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,5
49,0.000908,0.000908,0.000908,0.000908,0.000908,0.000908,0.0,48.0,64.0,63.0,0.0,1.0,2,1,1,220,85,135,5292,85.0,135.0,0.0,0.0,0.0,0,0,0,0.0,,,1101.321655,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,5
50,4.999846,4.999846,4.999846,4.999846,4.999846,4.999846,0.0,0.0,117.0,64.0,11.0,0.0,160,143,17,197752,193398,4354,5384,1352.433594,256.117645,313840.0625,307283.0625,6557.001953,0,0,0,0.0,,,31.80098,28.400875,3.200099,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,5
51,4.9979,4.9979,4.9979,4.9979,4.9979,4.9979,0.0,0.0,117.0,64.0,11.0,0.0,171,149,22,203762,197806,5956,5488,1327.557007,270.727264,323599.9063,314498.5,9101.422852,0,0,0,0.0,,,34.014286,29.612436,4.201765,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,5
52,4.9954,4.9954,4.9954,4.9954,4.9954,4.9954,0.0,0.0,117.0,64.0,11.0,0.0,152,133,19,170759,165820,4939,5592,1246.766968,259.947357,271055.7813,263560.875,7494.895508,0,0,0,0.0,,,30.22781,26.424311,3.603315,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,5
53,4.999845,4.999845,4.999845,4.999845,4.999845,4.999845,0.0,0.0,117.0,64.0,11.0,0.0,155,130,25,177656,171223,6433,5696,1317.099976,257.320007,281739.9375,271858.0313,9881.90625,0,0,0,0.0,,,30.800955,25.8008,4.800149,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,5
54,0.001653,0.001653,0.001653,0.001653,0.001653,0.001653,0.0,0.0,64.0,62.0,0.0,2.0,2,1,1,220,85,135,5800,85.0,135.0,0.0,0.0,0.0,0,0,0,0.0,,,604.960693,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,5
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,5892,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,5
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,51.0,,13.0,,1,1,0,58,58,0,5996,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,5
57,0.014995,0.014995,0.014995,0.014995,0.014995,0.014995,0.0,0.0,63.0,59.0,1.0,5.0,3,2,1,170,112,58,6092,56.0,58.0,29876.625,29876.625,0.0,0,0,0,0.0,0.0,0.0,133.377792,66.688896,0.0,1024.0,64240.0,,,1668789075.0,3311126176.0,0.001974,0.001974,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,5
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,51.0,,13.0,,1,1,0,58,58,0,6300,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,5
59,0.015981,0.015981,0.015981,0.015981,0.015981,0.015981,0.0,0.0,63.0,59.0,1.0,5.0,3,2,1,170,112,58,6396,56.0,58.0,28033.28906,28033.28906,0.0,0,0,0,0.0,0.0,0.0,125.148613,62.574306,0.0,1024.0,64240.0,,,1668789075.0,4226525830.0,0.001975,0.001975,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,5
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,,21.0,,1,1,0,58,58,0,6604,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,5
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,,25.0,,1,1,0,58,58,0,6700,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,5
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,,27.0,,1,1,0,58,58,0,6796,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,5
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,,24.0,,1,1,0,58,58,0,6892,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,5
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,,25.0,,1,1,0,58,58,0,6988,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,5
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,,7.0,,1,1,0,58,58,0,7084,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,5
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,,14.0,,1,1,0,58,58,0,7180,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,5
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36.0,,28.0,,1,1,0,58,58,0,7276,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,5
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,,27.0,,1,1,0,58,58,0,7372,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,5
69,0.001547,0.001547,0.001547,0.001547,0.001547,0.001547,0.0,0.0,45.0,59.0,19.0,5.0,2,1,1,112,58,54,7468,58.0,54.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,646.412415,0.0,0.0,1024.0,0.0,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,5
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,,24.0,,1,1,0,58,58,0,7676,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,5
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,,21.0,,1,1,0,58,58,0,7772,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668789075.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,5
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,7868,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,5
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.0,,8.0,,1,1,0,58,58,0,7972,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668723538.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,5
74,0.001249,0.001249,0.001249,0.001249,0.001249,0.001249,0.0,48.0,64.0,63.0,0.0,1.0,2,1,1,239,89,150,8068,89.0,150.0,0.0,0.0,0.0,0,0,0,0.0,,,800.640564,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,5
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,,21.0,,1,1,0,58,58,0,8160,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,,,,1668723538.0,,0.0,0.0,0.0,Malicious,SYNScan,Nmap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,5
