Flow_ID,Node_ID,Protocol,Distance_m,RSRP_dBm,SINR_dB,Dur,RunTime,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,sMeanPktSz,dMeanPktSz,Rate,SrcRate,DstRate,Load,sTtl,dTtl,SrcWin,DstWin,TcpRtt,SynAck,AckDat,Offset,Loss,pLoss,Attack_Type,Attack_Tool,Label,Label_Binary
4397,UE_9,tcp,409.2,-54.99,39.6,0.0016,0.0016,1,1,0,44,44,0,44,0,625,625,0,220000,60,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3801,UE_8,udp,403.8,-51.66,41.47,0.292,0.292,2409,2409,0,1407338,1407338,0,584.2,0,8250,8250,0,38557205.48,64,0,0,0,0,0,0,0,1927,80,UDPFlood,Hping3,Malicious,1
4424,UE_9,tcp,409.2,-55.48,38.49,0.0052,0.0052,1,1,0,44,44,0,44,0,192.31,192.31,0,67692.31,53,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
637,UE_2,tcp,235.5,-52.71,40.72,6.041,6.041,370,80,290,374362,6584,367778,82.3,1268.2,61.25,13.24,48.01,495761.63,64,64,131072,131072,0.0187,0.0094,0.0094,480,1,0.05,Benign,None,Benign,0
2384,UE_5,tcp,309,-53.17,39.23,7.811,7.811,441,59,382,561496,3776,557720,64,1460,56.46,7.55,48.91,575082.32,64,64,262144,262144,0.0231,0.0116,0.0116,350,0,0,Benign,None,Benign,0
4328,UE_9,tcp,409.2,-54.85,38.29,0.0028,0.0028,1,1,0,44,44,0,44,0,357.14,357.14,0,125714.29,47,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
953,UE_2,tcp,235.5,-52.83,41.49,7.912,7.912,279,50,229,309183,4750,304433,95,1329.4,35.26,6.32,28.94,312621.84,64,64,131072,131072,0.0169,0.0085,0.0085,324,0,0,Benign,None,Benign,0
1516,UE_4,udp,116.4,-39.75,52.27,0.236,0.236,5,4,1,335,276,59,69.1,58.8,21.19,16.95,4.24,11355.93,64,64,0,0,0,0,0,328,1,0.05,Benign,None,Benign,0
549,UE_2,tcp,235.5,-53.57,41.06,4.341,4.341,247,57,190,273412,6139,267273,107.7,1406.7,56.9,13.13,43.77,503869.15,64,64,131072,131072,0.0133,0.0067,0.0067,159,0,0,Benign,None,Benign,0
1025,UE_3,udp,127.5,-42.77,51.14,1.718,1.718,199,102,97,33793,16963,16830,166.3,173.5,115.83,59.37,56.46,157359.72,64,64,0,0,0,0,0,165,0,0,Benign,None,Benign,0
486,UE_1,tcp,146.1,-44.5,47.62,0.859,0.859,53,33,20,23779,6547,17232,198.4,861.6,61.7,38.42,23.28,221457.51,64,64,65535,65535,0.0242,0.0121,0.0121,184,0,0,Benign,None,Benign,0
4193,UE_9,tcp,409.2,-55.31,38.48,0.0015,0.0015,1,1,0,44,44,0,44,0,666.67,666.67,0,234666.67,60,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3703,UE_8,udp,403.8,-52.75,40.59,0.482,0.482,1299,1299,0,1220800,1220800,0,939.8,0,2695.02,2695.02,0,20262240.66,64,0,0,0,0,0,0,0,1039,80,UDPFlood,Hping3,Malicious,1
438,UE_1,tcp,146.1,-44.21,48.12,0.596,0.596,45,18,27,37393,2876,34517,159.8,1278.4,75.5,30.2,45.3,501919.46,64,64,65535,65535,0.033,0.0165,0.0165,316,0,0,Benign,None,Benign,0
4017,UE_9,tcp,409.2,-55.21,39.15,0.0033,0.0033,1,1,0,44,44,0,44,0,303.03,303.03,0,106666.67,50,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
426,UE_1,tcp,146.1,-44.03,48.2,1.106,1.106,65,21,44,59191,3320,55871,158.1,1269.8,58.77,18.99,39.78,428144.67,64,64,65535,65535,0.0377,0.0189,0.0189,242,0,0,Benign,None,Benign,0
3830,UE_8,udp,403.8,-52.58,40.45,0.512,0.512,1203,1203,0,1061527,1061527,0,882.4,0,2349.61,2349.61,0,16586359.38,64,0,0,0,0,0,0,0,962,80,UDPFlood,Hping3,Malicious,1
3931,UE_8,udp,403.8,-51.78,40.94,0.373,0.373,2322,2322,0,2197541,2197541,0,946.4,0,6225.2,6225.2,0,47132246.65,64,0,0,0,0,0,0,0,1858,80,UDPFlood,Hping3,Malicious,1
3172,UE_7,tcp,413,-59.95,34.69,0.0777,0.0777,577,577,0,23080,23080,0,40,0,7426,7426,0,2376319.18,128,0,1024,0,0,0,0,0,577,100,SYNFlood,Hping3,Malicious,1
3494,UE_7,tcp,413,-60,34.01,0.0819,0.0819,440,440,0,17600,17600,0,40,0,5372.41,5372.41,0,1719169.72,128,0,1024,0,0,0,0,0,440,100,SYNFlood,Hping3,Malicious,1
3523,UE_8,udp,403.8,-52.19,40.51,0.322,0.322,2138,2138,0,1366182,1366182,0,639,0,6639.75,6639.75,0,33942409.94,64,0,0,0,0,0,0,0,1710,80,UDPFlood,Hping3,Malicious,1
382,UE_1,tcp,146.1,-44.48,47.7,3.147,3.147,45,11,34,36310,2256,34054,205.1,1001.6,14.3,3.5,10.8,92303.78,64,64,65535,65535,0.04,0.02,0.02,363,1,0.05,Benign,None,Benign,0
1308,UE_3,udp,127.5,-41.61,51.79,2.125,2.125,186,91,95,31361,15525,15836,170.6,166.7,87.53,42.82,44.71,118064.94,64,64,0,0,0,0,0,160,0,0,Benign,None,Benign,0
3794,UE_8,udp,403.8,-52.78,41.62,0.258,0.258,1153,1153,0,1132015,1132015,0,981.8,0,4468.99,4468.99,0,35101240.31,64,0,0,0,0,0,0,0,922,80,UDPFlood,Hping3,Malicious,1
2849,UE_6,tcp,321,-51.24,40.21,0.814,0.814,61,26,35,30730,10395,20335,399.8,581,74.94,31.94,43,302014.74,64,64,65535,65535,0.044,0.022,0.022,494,0,0,Benign,None,Benign,0
1128,UE_3,udp,127.5,-41.77,51.02,3.007,3.007,259,127,132,43616,21374,22242,168.3,168.5,86.13,42.23,43.9,116038.58,64,64,0,0,0,0,0,297,0,0,Benign,None,Benign,0
2253,UE_5,tcp,309,-52.77,39.95,8.351,8.351,794,74,720,1055936,4736,1051200,64,1460,95.08,8.86,86.22,1011554.07,64,64,262144,262144,0.027,0.0135,0.0135,390,0,0,Benign,None,Benign,0
13,UE_1,tcp,146.1,-44.57,47.46,2.511,2.511,42,11,31,31163,2649,28514,240.8,919.8,16.73,4.38,12.35,99284.75,64,64,65535,65535,0.0193,0.0097,0.0097,142,0,0,Benign,None,Benign,0
737,UE_2,tcp,235.5,-52.73,40.88,2.805,2.805,394,45,349,449563,4797,444766,106.6,1274.4,140.46,16.04,124.42,1282176.11,64,64,131072,131072,0.0192,0.0096,0.0096,308,0,0,Benign,None,Benign,0
1579,UE_4,udp,116.4,-39.93,52.64,0.23,0.23,3,1,2,205,77,128,76.5,63.8,13.04,4.35,8.7,7130.43,64,64,0,0,0,0,0,253,1,0.05,Benign,None,Benign,0
2805,UE_6,tcp,321,-51.48,40.07,2.63,2.63,65,19,46,34859,8050,26809,423.7,582.8,24.71,7.22,17.49,106034.98,64,64,65535,65535,0.043,0.0215,0.0215,433,1,0.05,Benign,None,Benign,0
3374,UE_7,tcp,413,-59.46,33.48,0.0803,0.0803,859,859,0,34360,34360,0,40,0,10697.38,10697.38,0,3423163.14,128,0,1024,0,0,0,0,0,859,100,SYNFlood,Hping3,Malicious,1
2104,UE_5,tcp,309,-53.04,39.89,9.058,9.058,945,47,898,1314088,3008,1311080,64,1460,104.33,5.19,99.14,1160598.81,64,64,262144,262144,0.0236,0.0118,0.0118,494,0,0,Benign,None,Benign,0
284,UE_1,tcp,146.1,-44.58,48.09,4.07,4.07,71,20,51,57441,3952,53489,197.6,1048.8,17.44,4.91,12.53,112906.14,64,64,65535,65535,0.0211,0.0106,0.0106,472,1,0.05,Benign,None,Benign,0
3297,UE_7,tcp,413,-60.54,33.65,0.0761,0.0761,681,681,0,27240,27240,0,40,0,8948.75,8948.75,0,2863600.53,128,0,1024,0,0,0,0,0,681,100,SYNFlood,Hping3,Malicious,1
2687,UE_6,tcp,321,-51.95,39.61,2.089,2.089,57,35,22,23548,10878,12670,310.8,575.9,27.29,16.75,10.53,90179.03,64,64,65535,65535,0.0422,0.0211,0.0211,144,1,0.05,Benign,None,Benign,0
3828,UE_8,udp,403.8,-52.11,40.37,0.477,0.477,704,704,0,428454,428454,0,608.6,0,1475.89,1475.89,0,7185811.32,64,0,0,0,0,0,0,0,563,80,UDPFlood,Hping3,Malicious,1
4147,UE_9,tcp,409.2,-55.11,38.8,0.0035,0.0035,1,1,0,44,44,0,44,0,285.71,285.71,0,100571.43,45,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4276,UE_9,tcp,409.2,-55.04,38.78,0.0022,0.0022,1,1,0,44,44,0,44,0,454.55,454.55,0,160000,52,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1740,UE_4,udp,116.4,-40.27,51.98,0.151,0.151,3,1,2,183,70,113,69.7,56.5,19.87,6.62,13.25,9695.36,64,64,0,0,0,0,0,474,0,0,Benign,None,Benign,0
4633,UE_10,tcp,440.7,-54.24,39.01,32.6,32.6,16,8,8,516,196,320,24.5,40,0.49,0.25,0.25,126.63,64,64,512,16384,0.1509,0.0905,0.0604,128,0,0,SlowrateDoS,Slowloris,Malicious,1
106,UE_1,tcp,146.1,-44.55,48.45,3.645,3.645,49,12,37,49934,2855,47079,237.9,1272.4,13.44,3.29,10.15,109594.51,64,64,65535,65535,0.029,0.0145,0.0145,212,1,0.05,Benign,None,Benign,0
3865,UE_8,udp,403.8,-52.72,40.33,0.113,0.113,515,515,0,322854,322854,0,626.9,0,4557.52,4557.52,0,22856920.35,64,0,0,0,0,0,0,0,412,80,UDPFlood,Hping3,Malicious,1
1300,UE_3,udp,127.5,-42.17,51.18,5.622,5.622,252,126,126,44289,21874,22415,173.6,177.9,44.82,22.41,22.41,63022.41,64,64,0,0,0,0,0,289,0,0,Benign,None,Benign,0
440,UE_1,tcp,146.1,-43.5,47.69,3.63,3.63,64,35,29,43553,8309,35244,237.4,1215.3,17.63,9.64,7.99,95984.57,64,64,65535,65535,0.0217,0.0109,0.0109,236,0,0,Benign,None,Benign,0
4683,UE_10,tcp,440.7,-54.6,39.88,33.52,33.52,20,11,9,755,395,360,35.9,40,0.6,0.33,0.27,180.19,64,64,512,16384,0.1928,0.1157,0.0771,128,0,0,SlowrateDoS,Slowloris,Malicious,1
239,UE_1,tcp,146.1,-45.88,48.31,0.656,0.656,45,10,35,30070,1660,28410,166,811.7,68.6,15.24,53.35,366707.32,64,64,65535,65535,0.0377,0.0189,0.0189,499,0,0,Benign,None,Benign,0
1612,UE_4,udp,116.4,-41.23,52.3,0.182,0.182,2,1,1,130,68,62,68.1,61.5,10.99,5.49,5.49,5714.29,64,64,0,0,0,0,0,362,1,0.05,Benign,None,Benign,0
3960,UE_8,udp,403.8,-52.51,41.08,0.358,0.358,514,514,0,505879,505879,0,984.2,0,1435.75,1435.75,0,11304558.66,64,0,0,0,0,0,0,0,411,80,UDPFlood,Hping3,Malicious,1
430,UE_1,tcp,146.1,-44.32,48.2,4.11,4.11,47,19,28,26770,3692,23078,194.3,824.2,11.44,4.62,6.81,52107.06,64,64,65535,65535,0.0396,0.0198,0.0198,149,0,0,Benign,None,Benign,0
957,UE_2,tcp,235.5,-54.18,40.63,2.846,2.846,299,63,236,346210,5544,340666,88,1443.5,105.06,22.14,82.92,973183.42,64,64,131072,131072,0.0104,0.0052,0.0052,188,1,0.05,Benign,None,Benign,0
3619,UE_8,udp,403.8,-51.71,40.39,0.481,0.481,2376,2376,0,1690049,1690049,0,711.3,0,4939.71,4939.71,0,28108923.08,64,0,0,0,0,0,0,0,1901,80,UDPFlood,Hping3,Malicious,1
4028,UE_9,tcp,409.2,-54.66,38.77,0.0037,0.0037,1,1,0,44,44,0,44,0,270.27,270.27,0,95135.14,50,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
2833,UE_6,tcp,321,-51.59,40.53,2.409,2.409,78,43,35,43404,19208,24196,446.7,691.3,32.38,17.85,14.53,144139.48,64,64,65535,65535,0.0373,0.0187,0.0187,416,0,0,Benign,None,Benign,0
2477,UE_5,tcp,309,-53.43,39.34,5.842,5.842,525,43,482,706472,2752,703720,64,1460,89.87,7.36,82.51,967438.55,64,64,262144,262144,0.0168,0.0084,0.0084,310,0,0,Benign,None,Benign,0
1672,UE_4,udp,116.4,-39.16,51.56,0.136,0.136,5,3,2,313,203,110,67.6,55.2,36.76,22.06,14.71,18411.76,64,64,0,0,0,0,0,207,0,0,Benign,None,Benign,0
1377,UE_3,udp,127.5,-42.1,50.7,2.669,2.669,189,97,92,31675,15695,15980,161.8,173.7,70.81,36.34,34.47,94941.93,64,64,0,0,0,0,0,357,0,0,Benign,None,Benign,0
408,UE_1,tcp,146.1,-45.09,47.37,4.169,4.169,45,20,25,28098,4430,23668,221.5,946.7,10.79,4.8,6,53917.97,64,64,65535,65535,0.0308,0.0154,0.0154,359,0,0,Benign,None,Benign,0
671,UE_2,tcp,235.5,-52.91,40.37,8.343,8.343,519,76,443,639878,6787,633091,89.3,1429.1,62.21,9.11,53.1,613571.14,64,64,131072,131072,0.0166,0.0083,0.0083,191,0,0,Benign,None,Benign,0
2877,UE_6,tcp,321,-51.35,40.4,2.824,2.824,83,38,45,34516,12848,21668,338.1,481.5,29.39,13.46,15.93,97779.04,64,64,65535,65535,0.0274,0.0137,0.0137,340,0,0,Benign,None,Benign,0
338,UE_1,tcp,146.1,-44.82,47.75,0.59,0.59,71,19,52,53658,3925,49733,206.6,956.4,120.34,32.2,88.14,727566.1,64,64,65535,65535,0.0346,0.0173,0.0173,286,0,0,Benign,None,Benign,0
4598,UE_10,tcp,440.7,-54.43,39.41,52.24,52.24,17,13,4,476,316,160,24.3,40,0.33,0.25,0.08,72.89,64,64,512,16384,0.1292,0.0775,0.0517,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2039,UE_5,tcp,309,-53.1,38.75,9.698,9.698,448,97,351,518668,6208,512460,64,1460,46.2,10,36.19,427855.64,64,64,262144,262144,0.0169,0.0085,0.0085,298,0,0,Benign,None,Benign,0
4783,UE_10,tcp,440.7,-53.54,39.7,54.39,54.39,23,14,9,853,493,360,35.2,40,0.42,0.26,0.17,125.46,64,64,512,16384,0.1542,0.0925,0.0617,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4975,UE_10,tcp,440.7,-54.24,39.1,45.77,45.77,21,17,4,809,649,160,38.2,40,0.46,0.37,0.09,141.4,64,64,512,16384,0.213,0.1278,0.0852,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3449,UE_7,tcp,413,-61.06,34.18,0.0729,0.0729,240,240,0,9600,9600,0,40,0,3292.18,3292.18,0,1053497.94,128,0,1024,0,0,0,0,0,240,100,SYNFlood,Hping3,Malicious,1
2171,UE_5,tcp,309,-53.14,40.39,12.729,12.729,386,45,341,500740,2880,497860,64,1460,30.32,3.54,26.79,314708.15,64,64,262144,262144,0.0209,0.0105,0.0105,430,0,0,Benign,None,Benign,0
4540,UE_10,tcp,440.7,-53.63,40.05,47.03,47.03,18,12,6,534,294,240,24.5,40,0.38,0.26,0.13,90.84,64,64,512,16384,0.189,0.1134,0.0756,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2313,UE_5,tcp,309,-53.7,39.45,4.583,4.583,537,93,444,654192,5952,648240,64,1460,117.17,20.29,96.88,1141945.45,64,64,262144,262144,0.0266,0.0133,0.0133,153,0,0,Benign,None,Benign,0
1885,UE_4,udp,116.4,-39.92,51.56,0.23,0.23,6,4,2,491,367,124,91.8,61.9,26.09,17.39,8.7,17078.26,64,64,0,0,0,0,0,384,0,0,Benign,None,Benign,0
3692,UE_8,udp,403.8,-52.89,40.25,0.555,0.555,1348,1348,0,1353122,1353122,0,1003.8,0,2428.83,2428.83,0,19504461.26,64,0,0,0,0,0,0,0,1078,80,UDPFlood,Hping3,Malicious,1
2019,UE_5,tcp,309,-52.51,39.38,10.677,10.677,965,70,895,1311180,4480,1306700,64,1460,90.38,6.56,83.83,982433.27,64,64,262144,262144,0.0127,0.0064,0.0064,417,0,0,Benign,None,Benign,0
3459,UE_7,tcp,413,-58.9,33.79,0.0688,0.0688,760,760,0,30400,30400,0,40,0,11046.51,11046.51,0,3534883.72,128,0,1024,0,0,0,0,0,760,100,SYNFlood,Hping3,Malicious,1
4262,UE_9,tcp,409.2,-55.23,38.09,0.0017,0.0017,1,1,0,44,44,0,44,0,588.24,588.24,0,207058.82,48,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
564,UE_2,tcp,235.5,-53.24,41.4,5.955,5.955,289,76,213,304146,6521,297625,85.8,1397.3,48.53,12.76,35.77,408592.44,64,64,131072,131072,0.02,0.01,0.01,195,0,0,Benign,None,Benign,0
2689,UE_6,tcp,321,-50.93,38.95,2.546,2.546,83,34,49,43397,15609,27788,459.1,567.1,32.6,13.35,19.25,136361.35,64,64,65535,65535,0.0254,0.0127,0.0127,235,0,0,Benign,None,Benign,0
2485,UE_5,tcp,309,-53.15,39.76,4.251,4.251,488,56,432,634304,3584,630720,64,1460,114.8,13.17,101.62,1193703.13,64,64,262144,262144,0.0177,0.0089,0.0089,378,1,0.05,Benign,None,Benign,0
2249,UE_5,tcp,309,-52.94,39.67,10.975,10.975,898,90,808,1185440,5760,1179680,64,1460,81.82,8.2,73.62,864102.05,64,64,262144,262144,0.0171,0.0086,0.0086,218,0,0,Benign,None,Benign,0
1063,UE_3,udp,127.5,-41.68,50.87,5.797,5.797,191,94,97,32484,16450,16034,175,165.3,32.95,16.22,16.73,44828.7,64,64,0,0,0,0,0,269,0,0,Benign,None,Benign,0
3006,UE_7,tcp,413,-60.15,33.74,0.0512,0.0512,920,920,0,36800,36800,0,40,0,17968.75,17968.75,0,5750000,128,0,1024,0,0,0,0,0,920,100,SYNFlood,Hping3,Malicious,1
3119,UE_7,tcp,413,-59.6,33.94,0.0483,0.0483,285,285,0,11400,11400,0,40,0,5900.62,5900.62,0,1888198.76,128,0,1024,0,0,0,0,0,285,100,SYNFlood,Hping3,Malicious,1
562,UE_2,tcp,235.5,-51.9,41.28,2.845,2.845,395,71,324,462071,7434,454637,104.7,1403.2,138.84,24.96,113.88,1299320.91,64,64,131072,131072,0.0241,0.0121,0.0121,369,0,0,Benign,None,Benign,0
3096,UE_7,tcp,413,-59.76,34.04,0.0468,0.0468,417,417,0,16680,16680,0,40,0,8910.26,8910.26,0,2851282.05,128,0,1024,0,0,0,0,0,417,100,SYNFlood,Hping3,Malicious,1
3959,UE_8,udp,403.8,-52.09,40.14,0.518,0.518,1439,1439,0,974635,974635,0,677.3,0,2777.99,2777.99,0,15052277.99,64,0,0,0,0,0,0,0,1151,80,UDPFlood,Hping3,Malicious,1
1360,UE_3,udp,127.5,-42.57,50.96,3.832,3.832,234,118,116,39817,20225,19592,171.4,168.9,61.06,30.79,30.27,83125.26,64,64,0,0,0,0,0,312,1,0.05,Benign,None,Benign,0
3636,UE_8,udp,403.8,-52.89,40.12,0.302,0.302,1474,1474,0,754688,754688,0,512,0,4880.79,4880.79,0,19991735.1,64,0,0,0,0,0,0,0,1179,80,UDPFlood,Hping3,Malicious,1
587,UE_2,tcp,235.5,-51.39,41.52,2.674,2.674,430,80,350,480617,7312,473305,91.4,1352.3,160.81,29.92,130.89,1437896.78,64,64,131072,131072,0.0122,0.0061,0.0061,289,0,0,Benign,None,Benign,0
4795,UE_10,tcp,440.7,-54.44,39.54,54.29,54.29,25,15,10,969,569,400,37.9,40,0.46,0.28,0.18,142.79,64,64,512,16384,0.2111,0.1267,0.0844,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2952,UE_6,tcp,321,-51.76,39.48,2.507,2.507,82,40,42,45510,17164,28346,429.1,674.9,32.71,15.96,16.75,145225.37,64,64,65535,65535,0.0215,0.0108,0.0108,208,0,0,Benign,None,Benign,0
2800,UE_6,tcp,321,-52.32,39.67,2.982,2.982,45,23,22,17552,8066,9486,350.7,431.2,15.09,7.71,7.38,47087.86,64,64,65535,65535,0.0281,0.0141,0.0141,219,1,0.05,Benign,None,Benign,0
4959,UE_10,tcp,440.7,-54.51,39.14,54.45,54.45,26,18,8,786,466,320,25.9,40,0.48,0.33,0.15,115.48,64,64,512,16384,0.2201,0.1321,0.088,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3581,UE_8,udp,403.8,-51.98,39.62,0.367,0.367,2066,2066,0,1157373,1157373,0,560.2,0,5629.43,5629.43,0,25228839.24,64,0,0,0,0,0,0,0,1653,80,UDPFlood,Hping3,Malicious,1
1142,UE_3,udp,127.5,-42.22,51.57,1.887,1.887,273,137,136,44442,21934,22508,160.1,165.5,144.67,72.6,72.07,188413.35,64,64,0,0,0,0,0,492,0,0,Benign,None,Benign,0
773,UE_2,tcp,235.5,-53.1,41.49,9.394,9.394,356,31,325,411687,3162,408525,102,1257,37.9,3.3,34.6,350595.7,64,64,131072,131072,0.0186,0.0093,0.0093,316,0,0,Benign,None,Benign,0
3305,UE_7,tcp,413,-59.33,33.8,0.0961,0.0961,732,732,0,29280,29280,0,40,0,7617.07,7617.07,0,2437460.98,128,0,1024,0,0,0,0,0,732,100,SYNFlood,Hping3,Malicious,1
623,UE_2,tcp,235.5,-52.21,40.53,3.56,3.56,391,72,319,449931,7956,441975,110.5,1385.5,109.83,20.22,89.61,1011080.9,64,64,131072,131072,0.0142,0.0071,0.0071,268,1,0.05,Benign,None,Benign,0
4867,UE_10,tcp,440.7,-53.58,39.26,53.59,53.59,23,15,8,886,566,320,37.7,40,0.43,0.28,0.15,132.26,64,64,512,16384,0.1506,0.0904,0.0602,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2286,UE_5,tcp,309,-53.19,39.44,8.428,8.428,508,88,420,618832,5632,613200,64,1460,60.28,10.44,49.83,587405.79,64,64,262144,262144,0.0193,0.0097,0.0097,511,0,0,Benign,None,Benign,0
2451,UE_5,tcp,309,-53.03,39.75,6.983,6.983,823,60,763,1117820,3840,1113980,64,1460,117.86,8.59,109.27,1280618.65,64,64,262144,262144,0.0257,0.0129,0.0129,469,0,0,Benign,None,Benign,0
3715,UE_8,udp,403.8,-52.65,41.95,0.185,0.185,1819,1819,0,1597992,1597992,0,878.5,0,9832.43,9832.43,0,69102356.76,64,0,0,0,0,0,0,0,1455,80,UDPFlood,Hping3,Malicious,1
2721,UE_6,tcp,321,-51.7,39.45,3.023,3.023,80,35,45,33237,14305,18932,408.7,420.7,26.46,11.58,14.89,87957.66,64,64,65535,65535,0.0225,0.0113,0.0113,245,1,0.05,Benign,None,Benign,0
1603,UE_4,udp,116.4,-40.47,51.46,0.229,0.229,4,3,1,249,200,49,66.8,48.9,17.47,13.1,4.37,8698.69,64,64,0,0,0,0,0,240,1,0.05,Benign,None,Benign,0
3839,UE_8,udp,403.8,-52.25,40.72,0.144,0.144,2105,2105,0,1596643,1596643,0,758.5,0,14618.06,14618.06,0,88702388.89,64,0,0,0,0,0,0,0,1684,80,UDPFlood,Hping3,Malicious,1
3445,UE_7,tcp,413,-60.22,33.24,0.1035,0.1035,580,580,0,23200,23200,0,40,0,5603.86,5603.86,0,1793236.71,128,0,1024,0,0,0,0,0,580,100,SYNFlood,Hping3,Malicious,1
3851,UE_8,udp,403.8,-51.96,41.45,0.449,0.449,699,699,0,389553,389553,0,557.3,0,1556.79,1556.79,0,6940810.69,64,0,0,0,0,0,0,0,559,80,UDPFlood,Hping3,Malicious,1
2005,UE_5,tcp,309,-52.6,39.24,5.661,5.661,476,58,418,613992,3712,610280,64,1460,84.08,10.25,73.84,867679.92,64,64,262144,262144,0.0139,0.007,0.007,231,1,0.05,Benign,None,Benign,0
3702,UE_8,udp,403.8,-52.24,41.09,0.463,0.463,902,902,0,736573,736573,0,816.6,0,1948.16,1948.16,0,12726963.28,64,0,0,0,0,0,0,0,722,80,UDPFlood,Hping3,Malicious,1
2972,UE_6,tcp,321,-51.86,39.72,1.072,1.072,62,31,31,35855,15438,20417,498,658.6,57.84,28.92,28.92,267574.63,64,64,65535,65535,0.031,0.0155,0.0155,315,1,0.05,Benign,None,Benign,0
4441,UE_9,tcp,409.2,-55.2,37.96,0.0014,0.0014,1,1,0,44,44,0,44,0,714.29,714.29,0,251428.57,48,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1623,UE_4,udp,116.4,-39.76,51.52,0.067,0.067,4,2,2,302,183,119,91.3,59.3,59.7,29.85,29.85,36059.7,64,64,0,0,0,0,0,390,0,0,Benign,None,Benign,0
4378,UE_9,tcp,409.2,-54.83,39.43,0.0058,0.0058,1,1,0,44,44,0,44,0,172.41,172.41,0,60689.66,51,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1156,UE_3,udp,127.5,-43,50.95,4.515,4.515,137,68,69,23341,11866,11475,174.5,166.3,30.34,15.06,15.28,41357.25,64,64,0,0,0,0,0,512,0,0,Benign,None,Benign,0
3426,UE_7,tcp,413,-59.61,33.22,0.0544,0.0544,706,706,0,28240,28240,0,40,0,12977.94,12977.94,0,4152941.18,128,0,1024,0,0,0,0,0,706,100,SYNFlood,Hping3,Malicious,1
1713,UE_4,udp,116.4,-40.18,51.95,0.226,0.226,4,2,2,283,159,124,79.7,62,17.7,8.85,8.85,10017.7,64,64,0,0,0,0,0,210,0,0,Benign,None,Benign,0
1342,UE_3,udp,127.5,-42.72,51.01,1.622,1.622,280,142,138,47976,24254,23722,170.8,171.9,172.63,87.55,85.08,236626.39,64,64,0,0,0,0,0,151,0,0,Benign,None,Benign,0
265,UE_1,tcp,146.1,-45.37,47.48,3.842,3.842,45,10,35,30177,1837,28340,183.7,809.7,11.71,2.6,9.11,62836.02,64,64,65535,65535,0.0187,0.0094,0.0094,326,0,0,Benign,None,Benign,0
4347,UE_9,tcp,409.2,-55.42,38.97,0.0021,0.0021,2,1,1,84,44,40,44,40,952.38,476.19,476.19,320000,51,55,1024,0,0.014,0,0,0,0,0,SYNScan,Nmap,Malicious,1
1298,UE_3,udp,127.5,-41.39,50.98,2.627,2.627,131,65,66,22318,10946,11372,168.4,172.3,49.87,24.74,25.12,67964.98,64,64,0,0,0,0,0,464,0,0,Benign,None,Benign,0
3722,UE_8,udp,403.8,-51.59,41.55,0.598,0.598,1185,1185,0,1065434,1065434,0,899.1,0,1981.61,1981.61,0,14253297.66,64,0,0,0,0,0,0,0,948,80,UDPFlood,Hping3,Malicious,1
2459,UE_5,tcp,309,-53.13,40.24,3.945,3.945,647,68,579,849692,4352,845340,64,1460,164.01,17.24,146.77,1723076.3,64,64,262144,262144,0.0218,0.0109,0.0109,300,0,0,Benign,None,Benign,0
2121,UE_5,tcp,309,-52.99,39.74,7.996,7.996,830,83,747,1095932,5312,1090620,64,1460,103.8,10.38,93.42,1096480.24,64,64,262144,262144,0.0229,0.0115,0.0115,153,0,0,Benign,None,Benign,0
4118,UE_9,tcp,409.2,-54.74,38.19,0.0042,0.0042,1,1,0,44,44,0,44,0,238.1,238.1,0,83809.52,56,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4573,UE_10,tcp,440.7,-54.1,38.17,44.25,44.25,29,19,10,1120,720,400,37.9,40,0.66,0.43,0.23,202.49,64,64,512,16384,0.1811,0.1087,0.0724,128,0,0,SlowrateDoS,Slowloris,Malicious,1
1941,UE_4,udp,116.4,-40.31,51.81,0.142,0.142,2,1,1,133,74,59,74.2,59.2,14.08,7.04,7.04,7492.96,64,64,0,0,0,0,0,398,1,0.05,Benign,None,Benign,0
